Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
LA PLATA_Buenos Aires,2021,49,"26,64","17,41","1.012,69","0,07","75,14"
LA PLATA_Buenos Aires,2021,50,"27,79","15,89","1.013,20","0,07","70,00"
LA PLATA_Buenos Aires,2021,51,"31,17","17,41","1.009,77","0,09","68,14"
LA PLATA_Buenos Aires,2021,52,"33,16","20,00","1.007,42","1,60","60,20"
LAS FLORES_Buenos Aires,2019,1,"27,78","17,72","1.003,83","21,67","68,17"
LAS FLORES_Buenos Aires,2019,2,"26,80","15,83","1.007,21","10,86","70,57"
LAS FLORES_Buenos Aires,2019,3,"26,60","15,56","1.011,34","0,43","67,14"
LAS FLORES_Buenos Aires,2019,4,"29,96","18,70","1.007,50","4,43","70,57"
LAS FLORES_Buenos Aires,2019,5,"29,29","18,27","1.007,99","2,24","69,29"
LAS FLORES_Buenos Aires,2019,6,"30,00","17,39","1.006,17","0,00","62,33"
LAS FLORES_Buenos Aires,2019,7,"27,50","13,27","1.012,71","0,14","62,29"
LAS FLORES_Buenos Aires,2019,8,"29,71","18,47","1.003,25","11,14","67,67"
LAS FLORES_Buenos Aires,2019,9,"24,86","10,01","1.008,42","5,29","62,33"
LAS FLORES_Buenos Aires,2019,10,"25,86","13,69","1.009,60","0,14","74,17"
LAS FLORES_Buenos Aires,2019,11,"24,57","15,59","1.009,94","3,14","82,00"
LAS FLORES_Buenos Aires,2019,12,"22,24","10,29","1.012,51","0,14","71,00"
LAS FLORES_Buenos Aires,2019,13,"24,83","10,79","1.016,41","0,04","71,86"
LAS FLORES_Buenos Aires,2019,14,"24,43","11,50","1.009,14","1,71","70,86"
LAS FLORES_Buenos Aires,2019,15,"24,51","11,10","1.010,09","2,14","71,57"
LAS FLORES_Buenos Aires,2019,16,"23,01","8,77","1.010,93","0,00","71,43"
LAS FLORES_Buenos Aires,2019,17,"19,89","8,47","1.014,54","3,43","81,86"
LAS FLORES_Buenos Aires,2019,18,"20,23","9,54","1.008,01","0,43","75,86"
LAS FLORES_Buenos Aires,2019,19,"19,11","7,56","1.011,66","5,00","81,00"
LAS FLORES_Buenos Aires,2019,20,"19,50","7,69","1.017,04","0,43","81,43"
LAS FLORES_Buenos Aires,2019,21,"16,79","4,49","1.012,67","0,00","78,29"
LAS FLORES_Buenos Aires,2019,22,"16,00","4,73","1.013,19","0,14","84,43"
LAS FLORES_Buenos Aires,2019,23,"18,53","6,63","1.012,54","0,00","72,86"
LAS FLORES_Buenos Aires,2019,24,"15,11","8,77","1.011,74","14,29","90,00"
LAS FLORES_Buenos Aires,2019,25,"15,66","8,34","1.009,81","11,59","84,86"
LAS FLORES_Buenos Aires,2019,26,"12,50","5,53","1.004,88","1,00","77,40"
LAS FLORES_Buenos Aires,2019,27,"10,54","0,06","1.014,31","0,00","75,71"
LAS FLORES_Buenos Aires,2019,28,"14,36","4,57","1.013,06","0,04","83,14"
LAS FLORES_Buenos Aires,2019,29,"15,96","5,89","1.010,93","0,03","79,86"
LAS FLORES_Buenos Aires,2019,30,"12,94","2,74","1.019,40","0,29","82,33"
LAS FLORES_Buenos Aires,2019,31,"15,74","4,74","1.013,94","0,00","73,57"
LAS FLORES_Buenos Aires,2019,32,"16,43","3,96","1.014,09","0,00","69,00"
LAS FLORES_Buenos Aires,2019,33,"13,90","1,33","1.018,47","0,00","71,43"
LAS FLORES_Buenos Aires,2019,34,"15,11","3,41","1.021,09","0,00","74,00"
LAS FLORES_Buenos Aires,2019,35,"19,86","6,81","1.011,43","2,43","73,00"
LAS FLORES_Buenos Aires,2019,36,"14,24","2,06","1.016,73","0,01","74,43"
LAS FLORES_Buenos Aires,2019,37,"17,71","6,09","1.011,64","0,14","77,57"
LAS FLORES_Buenos Aires,2019,38,"19,61","4,10","1.010,81","0,00","47,86"
LAS FLORES_Buenos Aires,2019,39,"24,64","7,64","1.013,84","0,00","57,29"
LAS FLORES_Buenos Aires,2019,40,"18,71","6,77","1.012,77","1,60","65,43"
LAS FLORES_Buenos Aires,2019,41,"23,47","9,36","1.007,29","5,43","62,86"
LAS FLORES_Buenos Aires,2019,42,"18,43","8,04","1.017,86","2,21","73,71"
LAS FLORES_Buenos Aires,2019,43,"23,57","9,73","1.007,90","4,74","61,86"
LAS FLORES_Buenos Aires,2019,44,"22,67","11,07","1.008,58","3,36","70,67"
LAS FLORES_Buenos Aires,2019,45,"24,29","11,13","1.007,80","3,00","65,17"
LAS FLORES_Buenos Aires,2019,46,"28,36","15,24","1.006,42","0,00","61,83"
LAS FLORES_Buenos Aires,2019,47,"28,17","12,03","1.011,09","3,14","59,86"
LAS FLORES_Buenos Aires,2019,48,"26,33","11,59","1.006,37","0,00","50,71"
LAS FLORES_Buenos Aires,2019,49,"26,86","9,49","1.006,89","1,43","55,86"
LAS FLORES_Buenos Aires,2019,50,"30,03","14,04","1.003,94","0,71","53,29"
LAS FLORES_Buenos Aires,2019,51,"28,71","12,16","1.007,39","2,31","59,71"
LAS FLORES_Buenos Aires,2019,52,"31,13","16,00","1.006,26","4,86","71,14"
LAS FLORES_Buenos Aires,2020,1,"28,36","17,57","1.008,00","4,86","74,86"
LAS FLORES_Buenos Aires,2020,2,"29,79","14,13","1.004,20","0,00","51,43"
LAS FLORES_Buenos Aires,2020,3,"29,07","13,77","1.008,77","1,71","59,00"
LAS FLORES_Buenos Aires,2020,4,"33,21","18,71","1.005,53","0,00","61,14"
LAS FLORES_Buenos Aires,2020,5,"29,59","11,36","1.007,77","0,43","51,14"
LAS FLORES_Buenos Aires,2020,6,"30,90","18,69","1.008,70","3,87","66,29"
LAS FLORES_Buenos Aires,2020,7,"29,83","14,61","1.007,57","0,71","60,57"
LAS FLORES_Buenos Aires,2020,8,"25,70","11,53","1.009,87","2,57","66,00"
LAS FLORES_Buenos Aires,2020,9,"30,71","13,67","1.008,56","0,00","55,00"
LAS FLORES_Buenos Aires,2020,10,"32,47","17,17","1.009,49","0,01","56,57"
LAS FLORES_Buenos Aires,2020,11,"26,21","15,27","1.010,06","7,29","70,00"
LAS FLORES_Buenos Aires,2020,12,"26,28","13,09","1.008,38","4,00","64,00"
LAS FLORES_Buenos Aires,2020,13,"28,97","16,91","1.009,10","7,83","71,57"
LAS FLORES_Buenos Aires,2020,14,"23,29","13,26","1.010,17","14,14","74,57"
LAS FLORES_Buenos Aires,2020,15,"20,71","7,06","1.016,50","0,00","67,86"
LAS FLORES_Buenos Aires,2020,16,"22,26","8,44","1.013,99","1,86","68,71"
LAS FLORES_Buenos Aires,2020,17,"21,30","12,39","1.012,30","6,71","79,14"
LAS FLORES_Buenos Aires,2020,18,"18,71","10,56","1.013,27","2,71","76,14"
LAS FLORES_Buenos Aires,2020,19,"18,76","7,89","1.010,57","0,00","72,43"
LAS FLORES_Buenos Aires,2020,20,"20,00","5,40","1.011,26","0,00","65,71"
LAS FLORES_Buenos Aires,2020,21,"18,89","8,56","1.009,85","2,86","71,33"
LAS FLORES_Buenos Aires,2020,22,"16,00","7,01","1.010,26","0,00","78,14"
LAS FLORES_Buenos Aires,2020,23,"15,71","4,76","1.015,37","0,04","79,86"
LAS FLORES_Buenos Aires,2020,24,"15,97","4,43","1.010,34","0,00","72,86"
LAS FLORES_Buenos Aires,2020,25,"17,93","7,41","1.006,97","3,43","76,57"
LAS FLORES_Buenos Aires,2020,26,"12,83","2,06","1.011,90","1,00","82,00"
LAS FLORES_Buenos Aires,2020,27,"11,34","4,26","1.010,39","7,57","83,86"
LAS FLORES_Buenos Aires,2020,28,"11,74","1,01","1.011,81","0,00","75,14"
LAS FLORES_Buenos Aires,2020,29,"13,60","3,20","1.011,61","0,00","69,43"
LAS FLORES_Buenos Aires,2020,30,"12,86","6,54","1.007,83","5,00","78,14"
LAS FLORES_Buenos Aires,2020,31,"14,33","2,39","1.016,94","0,00","64,86"
LAS FLORES_Buenos Aires,2020,32,"19,20","8,83","1.014,06","0,01","75,00"
LAS FLORES_Buenos Aires,2020,33,"16,00","1,20","1.007,12","0,00","47,67"
LAS FLORES_Buenos Aires,2020,34,"16,40","0,79","1.015,39","0,00","53,29"
LAS FLORES_Buenos Aires,2020,35,"17,91","6,37","1.009,67","2,39","72,43"
LAS FLORES_Buenos Aires,2020,36,"13,54","3,51","1.019,69","3,71","73,57"
LAS FLORES_Buenos Aires,2020,37,"18,46","4,50","1.012,56","0,04","65,86"
LAS FLORES_Buenos Aires,2020,38,"19,14","3,20","1.013,63","0,00","51,86"
LAS FLORES_Buenos Aires,2020,39,"19,64","7,24","1.011,67","4,86","69,71"
LAS FLORES_Buenos Aires,2020,40,"18,50","5,56","1.011,44","1,00","60,00"
LAS FLORES_Buenos Aires,2020,41,"20,21","6,74","1.009,87","0,03","57,86"
LAS FLORES_Buenos Aires,2020,42,"26,00","10,59","1.010,77","5,57","63,57"
LAS FLORES_Buenos Aires,2020,43,"19,69","12,34","1.013,80","15,57","77,83"
LAS FLORES_Buenos Aires,2020,44,"20,50","9,00","1.014,40","0,00","58,71"
LAS FLORES_Buenos Aires,2020,45,"25,14","13,34","1.014,86","0,00","56,43"
LAS FLORES_Buenos Aires,2020,46,"24,86","14,27","1.009,80","1,71","67,43"
LAS FLORES_Buenos Aires,2020,47,"26,54","12,34","1.010,76","0,07","53,71"
LAS FLORES_Buenos Aires,2020,48,"27,21","16,29","1.007,10","1,77","61,86"
LAS FLORES_Buenos Aires,2020,49,"25,21","9,21","1.011,47","0,00","50,00"
LAS FLORES_Buenos Aires,2020,50,"29,60","14,24","1.004,94","0,86","45,86"
LAS FLORES_Buenos Aires,2020,51,"27,84","13,59","1.003,27","0,07","45,86"
LAS FLORES_Buenos Aires,2020,52,"32,57","16,93","1.009,20","0,00","48,00"
LAS FLORES_Buenos Aires,2020,53,"32,14","17,24","1.006,27","2,00","47,43"
LAS FLORES_Buenos Aires,2021,1,"29,14","16,99","1.003,90","10,00","60,00"
LAS FLORES_Buenos Aires,2021,2,"26,77","15,06","1.007,96","4,57","57,86"
LAS FLORES_Buenos Aires,2021,3,"33,36","18,99","1.011,16","0,00","50,57"
LAS FLORES_Buenos Aires,2021,4,"29,61","16,89","1.002,80","3,11","65,29"
LAS FLORES_Buenos Aires,2021,5,"28,66","14,37","1.009,76","2,14","68,14"
LAS FLORES_Buenos Aires,2021,6,"25,79","16,36","1.009,04","2,03","73,14"
LAS FLORES_Buenos Aires,2021,7,"28,36","13,71","1.006,34","3,57","56,43"
LAS FLORES_Buenos Aires,2021,8,"30,30","16,76","1.009,66","0,00","61,29"
LAS FLORES_Buenos Aires,2021,9,"29,21","16,66","1.009,19","0,00","66,29"
LAS FLORES_Buenos Aires,2021,10,"29,50","13,50","1.009,54","0,00","61,00"
LAS FLORES_Buenos Aires,2021,11,"22,86","13,10","1.010,60","5,86","75,00"
LAS FLORES_Buenos Aires,2021,12,"23,86","14,49","1.008,93","10,71","83,57"
LAS FLORES_Buenos Aires,2021,13,"24,83","12,11","1.013,57","0,00","71,29"
LAS FLORES_Buenos Aires,2021,14,"25,83","15,97","1.009,24","5,29","78,43"
LAS FLORES_Buenos Aires,2021,15,"25,64","10,99","1.012,10","0,00","72,57"
LAS FLORES_Buenos Aires,2021,16,"23,46","13,69","1.012,40","3,73","79,86"
LAS FLORES_Buenos Aires,2021,17,"23,61","10,09","1.012,93","3,57","72,86"
LAS FLORES_Buenos Aires,2021,18,"16,90","5,34","1.017,99","6,29","83,14"
LAS FLORES_Buenos Aires,2021,19,"17,84","3,36","1.016,19","0,00","73,00"
LAS FLORES_Buenos Aires,2021,20,"15,79","7,31","1.008,84","9,71","86,57"
LAS FLORES_Buenos Aires,2021,21,"17,78","5,16","1.006,27","0,04","71,33"
LAS FLORES_Buenos Aires,2021,22,"15,70","6,61","1.008,46","0,04","78,14"
LAS FLORES_Buenos Aires,2021,23,"17,97","7,01","1.013,01","0,87","78,00"
LAS FLORES_Buenos Aires,2021,24,"11,47","0,10","1.022,63","0,00","77,86"
LAS FLORES_Buenos Aires,2021,25,"13,23","4,73","1.012,39","0,77","82,29"
LAS FLORES_Buenos Aires,2021,26,"13,81","2,37","1.017,41","0,00","73,00"
LAS FLORES_Buenos Aires,2021,27,"17,46","6,03","1.012,60","4,14","76,29"
LAS FLORES_Buenos Aires,2021,28,"13,04","3,10","1.012,97","1,00","80,71"
LAS FLORES_Buenos Aires,2021,29,"16,43","3,99","1.012,51","0,39","74,43"
LAS FLORES_Buenos Aires,2021,30,"12,90","1,69","1.019,40","0,00","65,86"
LAS FLORES_Buenos Aires,2021,31,"18,77","4,90","1.018,53","10,14","74,43"
LAS FLORES_Buenos Aires,2021,32,"12,49","1,27","1.021,01","0,00","76,14"
LAS FLORES_Buenos Aires,2021,33,"17,94","7,87","1.006,69","1,00","69,57"
LAS FLORES_Buenos Aires,2021,34,"18,13","3,81","1.012,93","0,00","57,29"
LAS FLORES_Buenos Aires,2021,35,"19,53","9,50","1.012,83","7,00","77,86"
LAS FLORES_Buenos Aires,2021,36,"15,77","10,56","1.008,44","11,60","85,29"
LAS FLORES_Buenos Aires,2021,37,"20,34","9,34","1.012,24","0,01","66,71"
LAS FLORES_Buenos Aires,2021,38,"18,69","8,80","1.017,40","0,00","70,57"
LAS FLORES_Buenos Aires,2021,39,"18,03","8,07","1.011,29","2,30","70,14"
LAS FLORES_Buenos Aires,2021,40,"19,24","5,66","1.014,37","0,00","57,86"
LAS FLORES_Buenos Aires,2021,41,"20,21","10,07","1.010,56","2,04","70,43"
LAS FLORES_Buenos Aires,2021,42,"23,54","9,13","1.010,81","1,00","57,71"
LAS FLORES_Buenos Aires,2021,43,"29,69","16,04","1.011,29","0,14","53,00"
LAS FLORES_Buenos Aires,2021,44,"21,89","12,03","1.012,87","0,44","71,00"
LAS FLORES_Buenos Aires,2021,45,"25,34","12,50","1.012,67","2,86","59,29"
LAS FLORES_Buenos Aires,2021,46,"27,50","10,93","1.008,41","0,14","51,14"
LAS FLORES_Buenos Aires,2021,47,"28,20","13,70","1.005,03","4,86","54,71"
LAS FLORES_Buenos Aires,2021,48,"24,83","12,69","1.010,59","1,43","62,71"
LAS FLORES_Buenos Aires,2021,49,"27,43","16,31","1.009,60","0,53","61,29"
LAS FLORES_Buenos Aires,2021,50,"28,33","12,99","1.011,27","0,14","54,14"
LAS FLORES_Buenos Aires,2021,51,"32,29","17,14","1.007,49","2,39","57,14"
LAS FLORES_Buenos Aires,2021,52,"34,20","17,58","1.003,84","0,40","43,00"
LÁCAR_Neuquén,2019,1,"23,88","7,65","922,57","0,00","53,33"
LÁCAR_Neuquén,2019,2,"18,69","5,47","923,53","0,21","58,29"
LÁCAR_Neuquén,2019,3,"26,83","7,13","925,43","0,00","44,71"
LÁCAR_Neuquén,2019,4,"26,33","7,36","923,76","0,00","39,00"
LÁCAR_Neuquén,2019,5,"27,33","11,21","926,41","0,00","36,43"
LÁCAR_Neuquén,2019,6,"27,41","10,99","922,19","0,00","39,14"
LÁCAR_Neuquén,2019,7,"29,97","7,49","925,99","0,00","36,57"
LÁCAR_Neuquén,2019,8,"20,84","11,19","922,76","0,29","53,71"
LÁCAR_Neuquén,2019,9,"23,31","4,57","924,57","0,00","49,17"
LÁCAR_Neuquén,2019,10,"19,93","6,97","926,17","0,86","54,43"
LÁCAR_Neuquén,2019,11,"22,84","5,57","925,29","0,00","54,29"
LÁCAR_Neuquén,2019,12,"19,14","4,63","927,97","0,00","51,71"
LÁCAR_Neuquén,2019,13,"24,19","2,34","926,71","0,00","49,71"
LÁCAR_Neuquén,2019,14,"23,19","4,39","925,64","1,71","52,71"
LÁCAR_Neuquén,2019,15,"18,54","3,24","924,08","0,00","63,17"
LÁCAR_Neuquén,2019,16,"20,70","2,03","924,74","0,00","60,86"
LÁCAR_Neuquén,2019,17,"17,76","5,09","926,10","0,57","67,86"
LÁCAR_Neuquén,2019,18,"12,80","5,61","921,64","7,83","77,29"
LÁCAR_Neuquén,2019,19,"14,37","3,91","925,67","0,00","75,29"
LÁCAR_Neuquén,2019,20,"12,89","0,27","927,68","0,56","73,50"
LÁCAR_Neuquén,2019,21,"12,34","-1,60","927,54","0,00","67,14"
LÁCAR_Neuquén,2019,22,"7,83","1,43","923,17","7,50","81,17"
LÁCAR_Neuquén,2019,23,"10,03","3,76","921,61","10,57","79,71"
LÁCAR_Neuquén,2019,24,"5,76","-1,29","928,01","1,71","82,43"
LÁCAR_Neuquén,2019,25,"10,23","2,89","925,40","3,29","75,43"
LÁCAR_Neuquén,2019,26,"6,94","0,67","919,07","6,16","79,57"
LÁCAR_Neuquén,2019,27,"8,80","-1,31","926,26","0,03","75,29"
LÁCAR_Neuquén,2019,28,"10,06","-1,39","924,63","1,20","78,86"
LÁCAR_Neuquén,2019,29,"7,34","0,61","922,45","10,00","78,83"
LÁCAR_Neuquén,2019,30,"5,53","-4,81","930,71","0,43","84,86"
LÁCAR_Neuquén,2019,31,"10,31","0,36","927,04","7,14","71,86"
LÁCAR_Neuquén,2019,32,"9,04","-1,33","927,63","0,51","67,43"
LÁCAR_Neuquén,2019,33,"7,47","-1,53","929,70","3,29","83,57"
LÁCAR_Neuquén,2019,34,"10,07","1,03","928,47","2,14","78,43"
LÁCAR_Neuquén,2019,35,"11,00","0,49","925,63","5,83","68,00"
LÁCAR_Neuquén,2019,36,"6,63","-1,59","928,74","0,03","72,43"
LÁCAR_Neuquén,2019,37,"10,99","0,16","925,96","1,71","66,29"
LÁCAR_Neuquén,2019,38,"12,40","0,16","927,21","0,43","60,29"
LÁCAR_Neuquén,2019,39,"20,20","2,83","926,84","0,71","52,14"
LÁCAR_Neuquén,2019,40,"10,14","-0,99","927,60","1,44","68,43"
LÁCAR_Neuquén,2019,41,"16,33","4,06","925,02","0,00","46,17"
LÁCAR_Neuquén,2019,42,"16,27","2,83","928,89","0,54","51,71"
LÁCAR_Neuquén,2019,43,"17,07","2,90","924,67","1,71","51,43"
LÁCAR_Neuquén,2019,44,"15,61","3,69","922,07","1,57","57,86"
LÁCAR_Neuquén,2019,45,"21,16","4,73","925,46","0,00","45,14"
LÁCAR_Neuquén,2019,46,"21,19","8,63","923,36","1,43","51,86"
LÁCAR_Neuquén,2019,47,"23,21","6,76","923,81","0,11","45,57"
LÁCAR_Neuquén,2019,48,"15,89","5,54","924,30","1,20","55,29"
LÁCAR_Neuquén,2019,49,"25,36","6,64","925,63","0,00","39,14"
LÁCAR_Neuquén,2019,50,"21,14","8,69","924,40","0,00","43,83"
LÁCAR_Neuquén,2019,51,"23,14","7,37","923,80","0,00","45,00"
LÁCAR_Neuquén,2019,52,"23,27","8,76","922,34","0,71","47,14"
LÁCAR_Neuquén,2020,1,"28,67","10,44","924,61","0,14","46,00"
LÁCAR_Neuquén,2020,2,"20,51","7,07","921,71","0,71","54,43"
LÁCAR_Neuquén,2020,3,"27,67","7,04","923,83","0,00","39,57"
LÁCAR_Neuquén,2020,4,"30,06","11,46","925,07","0,00","38,86"
LÁCAR_Neuquén,2020,5,"24,93","8,35","923,72","0,00","40,50"
LÁCAR_Neuquén,2020,6,"22,57","6,31","925,79","0,71","54,71"
LÁCAR_Neuquén,2020,7,"23,51","9,98","922,39","0,00","50,50"
LÁCAR_Neuquén,2020,8,"24,07","7,93","926,61","0,00","40,43"
LÁCAR_Neuquén,2020,9,"27,81","7,54","926,04","0,00","47,57"
LÁCAR_Neuquén,2020,10,"28,70","7,93","924,43","0,00","44,00"
LÁCAR_Neuquén,2020,11,"24,51","5,40","924,80","0,14","51,71"
LÁCAR_Neuquén,2020,12,"23,73","5,90","924,43","0,00","51,33"
LÁCAR_Neuquén,2020,13,"21,41","6,80","925,65","0,00","63,33"
LÁCAR_Neuquén,2020,14,"20,54","1,39","927,31","0,00","56,00"
LÁCAR_Neuquén,2020,15,"20,16","-1,03","927,63","0,00","52,71"
LÁCAR_Neuquén,2020,16,"17,99","6,76","926,70","0,71","64,29"
LÁCAR_Neuquén,2020,17,"16,69","3,34","924,70","0,07","67,71"
LÁCAR_Neuquén,2020,18,"15,30","2,96","927,23","0,23","71,57"
LÁCAR_Neuquén,2020,19,"14,93","1,43","924,01","5,67","72,43"
LÁCAR_Neuquén,2020,20,"14,72","4,93","925,63","0,00","70,43"
LÁCAR_Neuquén,2020,21,"11,71","0,99","927,54","2,29","76,57"
LÁCAR_Neuquén,2020,22,"11,67","-2,91","928,06","0,00","71,57"
LÁCAR_Neuquén,2020,23,"11,33","-0,49","926,11","0,69","65,14"
LÁCAR_Neuquén,2020,24,"7,70","0,86","920,34","4,19","76,86"
LÁCAR_Neuquén,2020,25,"7,37","0,03","918,20","7,90","84,00"
LÁCAR_Neuquén,2020,26,"3,07","-0,91","922,83","4,14","88,57"
LÁCAR_Neuquén,2020,27,"4,99","-0,54","923,67","2,00","85,57"
LÁCAR_Neuquén,2020,28,"4,07","-0,56","922,10","8,71","82,29"
LÁCAR_Neuquén,2020,29,"6,56","-1,31","921,91","4,71","86,00"
LÁCAR_Neuquén,2020,30,"3,84","-1,86","928,04","11,29","88,86"
LÁCAR_Neuquén,2020,31,"9,23","-2,10","926,54","1,00","76,71"
LÁCAR_Neuquén,2020,32,"9,66","-0,66","926,51","1,16","76,00"
LÁCAR_Neuquén,2020,33,"6,74","0,10","923,71","0,51","71,29"
LÁCAR_Neuquén,2020,34,"12,57","-3,46","926,99","0,00","65,00"
LÁCAR_Neuquén,2020,35,"9,87","0,91","925,16","2,29","73,43"
LÁCAR_Neuquén,2020,36,"12,34","-3,07","929,24","0,14","62,57"
LÁCAR_Neuquén,2020,37,"10,96","1,06","924,56","1,86","67,43"
LÁCAR_Neuquén,2020,38,"15,49","0,16","928,20","0,00","52,86"
LÁCAR_Neuquén,2020,39,"18,69","0,20","926,90","0,00","47,00"
LÁCAR_Neuquén,2020,40,"9,36","1,31","926,41","1,00","65,43"
LÁCAR_Neuquén,2020,41,"15,11","2,71","927,16","0,11","58,00"
LÁCAR_Neuquén,2020,42,"22,71","2,87","924,31","0,00","46,29"
LÁCAR_Neuquén,2020,43,"18,90","2,41","926,13","0,00","53,00"
LÁCAR_Neuquén,2020,44,"20,16","1,29","926,40","0,29","45,29"
LÁCAR_Neuquén,2020,45,"22,56","5,02","926,10","0,00","47,43"
LÁCAR_Neuquén,2020,46,"22,24","5,66","925,64","0,17","50,43"
LÁCAR_Neuquén,2020,47,"24,28","8,83","924,81","0,00","48,17"
LÁCAR_Neuquén,2020,48,"17,77","6,96","924,46","0,31","51,14"
LÁCAR_Neuquén,2020,49,"25,27","4,59","925,86","0,00","36,00"
LÁCAR_Neuquén,2020,50,"20,13","7,21","922,93","2,67","54,57"
LÁCAR_Neuquén,2020,51,"21,66","6,83","923,01","0,14","44,00"
LÁCAR_Neuquén,2020,52,"27,41","9,40","924,31","0,00","45,71"
LÁCAR_Neuquén,2020,53,"26,01","7,31","924,36","0,86","46,86"
LÁCAR_Neuquén,2021,1,"23,47","9,70","923,27","0,03","44,00"
LÁCAR_Neuquén,2021,2,"22,74","3,94","925,14","0,00","47,29"
LÁCAR_Neuquén,2021,3,"33,61","8,07","923,69","0,00","39,29"
LÁCAR_Neuquén,2021,4,"20,74","7,53","921,77","1,90","56,00"
LÁCAR_Neuquén,2021,5,"29,84","7,44","925,97","0,00","49,43"
LÁCAR_Neuquén,2021,6,"27,84","10,99","924,24","0,00","49,86"
LÁCAR_Neuquén,2021,7,"21,84","6,81","924,47","0,00","50,14"
LÁCAR_Neuquén,2021,8,"29,94","7,81","924,11","0,00","43,29"
LÁCAR_Neuquén,2021,9,"29,69","10,69","924,00","0,00","47,00"
LÁCAR_Neuquén,2021,10,"26,06","5,09","924,16","0,57","50,86"
LÁCAR_Neuquén,2021,11,"19,50","11,00","926,34","4,00","63,71"
LÁCAR_Neuquén,2021,12,"21,83",,"927,36","0,00","56,57"
LÁCAR_Neuquén,2021,13,"23,86",,"923,59","0,03","62,57"
LÁCAR_Neuquén,2021,14,"16,26",,"925,17","0,00","68,86"
LÁCAR_Neuquén,2021,15,"21,14","4,02","924,61","0,00","58,86"
LÁCAR_Neuquén,2021,16,"17,66","3,73","924,51","0,43","65,57"
LÁCAR_Neuquén,2021,17,"16,99","2,47","923,84","0,71","65,29"
LÁCAR_Neuquén,2021,18,"14,14","-2,10","930,11","0,00","63,29"
LÁCAR_Neuquén,2021,19,"15,74","-3,80","927,93","0,00","65,29"
LÁCAR_Neuquén,2021,20,"11,60","-0,87","925,67","0,29","74,57"
LÁCAR_Neuquén,2021,21,"11,79","3,65","921,11","3,11","66,43"
LÁCAR_Neuquén,2021,22,"11,23","3,89","921,91","9,14","75,57"
LÁCAR_Neuquén,2021,23,"11,96","3,79","923,51","2,47","72,14"
LÁCAR_Neuquén,2021,24,"5,43","-5,26","931,84","0,00","75,00"
LÁCAR_Neuquén,2021,25,"7,87","-1,04","925,40","0,83","77,00"
LÁCAR_Neuquén,2021,26,"9,71","-3,83","928,10","0,14","73,57"
LÁCAR_Neuquén,2021,27,"9,24","0,26","922,93","4,59","75,57"
LÁCAR_Neuquén,2021,28,"8,97","-2,30","929,31","0,38","71,00"
LÁCAR_Neuquén,2021,29,"13,23","2,58","924,88","0,54","62,67"
LÁCAR_Neuquén,2021,30,"11,53","-4,30","933,51","0,00","70,86"
LÁCAR_Neuquén,2021,31,"12,97","-2,36","929,19","0,57","69,00"
LÁCAR_Neuquén,2021,32,"13,06","-5,73","930,11","0,86","61,29"
LÁCAR_Neuquén,2021,33,"6,67","0,97","917,44","12,71","84,14"
LÁCAR_Neuquén,2021,34,"9,09","0,20","923,00","2,63","74,86"
LÁCAR_Neuquén,2021,35,"13,84","1,19","925,87","0,06","69,29"
LÁCAR_Neuquén,2021,36,"13,01","0,19","924,04","2,86","71,00"
LÁCAR_Neuquén,2021,37,"11,99","2,11","927,91","0,11","58,57"
LÁCAR_Neuquén,2021,38,"18,21","0,66","928,14","0,00","49,14"
LÁCAR_Neuquén,2021,39,"13,80","-0,97","925,14","1,71","57,14"
LÁCAR_Neuquén,2021,40,"18,51","-1,11","927,04","0,00","39,71"
LÁCAR_Neuquén,2021,41,"15,53","2,17","926,31","0,86","54,71"
LÁCAR_Neuquén,2021,42,"18,54","3,33","926,11","0,00","52,00"
LÁCAR_Neuquén,2021,43,"21,54","5,99","927,33","0,00","42,29"
LÁCAR_Neuquén,2021,44,"20,11","2,26","926,83","0,29","43,71"
LÁCAR_Neuquén,2021,45,"20,23","6,66","924,66","0,71","51,86"
LÁCAR_Neuquén,2021,46,"22,34","4,40","926,44","0,00","45,29"
LÁCAR_Neuquén,2021,47,"23,54","6,96","924,57","0,00","42,29"
LÁCAR_Neuquén,2021,48,"23,50","5,59","925,76","0,69","43,86"
LÁCAR_Neuquén,2021,49,"26,00","8,26","923,30","1,43","46,71"
LÁCAR_Neuquén,2021,50,"25,97","6,81","924,61","0,00","37,57"
LÁCAR_Neuquén,2021,51,"30,60","7,89","925,03","0,00","33,71"
LÁCAR_Neuquén,2021,52,"24,62","10,66","922,96","0,00","37,80"
MARCOS JUÁREZ_Córdoba,2019,1,"30,47","18,83","993,00","3,83","78,83"
MARCOS JUÁREZ_Córdoba,2019,2,"26,69","16,54","995,30","9,57","85,00"
MARCOS JUÁREZ_Córdoba,2019,3,"26,69","14,90","1.000,00","0,29","81,14"
MARCOS JUÁREZ_Córdoba,2019,4,"30,19","20,01","995,86","11,14","88,43"
MARCOS JUÁREZ_Córdoba,2019,5,"30,34","20,70","997,73","2,86","83,57"
