Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
IGUAZÚ_Misiones,2021,45,"30,84","18,93","981,37","0,00","70,29"
IGUAZÚ_Misiones,2021,46,"31,31","19,14","979,77","1,14","72,43"
IGUAZÚ_Misiones,2021,47,"32,93","19,57","977,69","7,71","70,86"
IGUAZÚ_Misiones,2021,48,"32,67","17,89","978,41","0,00","62,71"
IGUAZÚ_Misiones,2021,49,"33,67","19,50","978,97","0,00","56,86"
IGUAZÚ_Misiones,2021,50,"35,44","22,61","977,37","0,00","67,43"
IGUAZÚ_Misiones,2021,51,"35,97","21,97","976,94","0,00","55,14"
IGUAZÚ_Misiones,2021,52,"36,56","20,46","976,44","2,10","55,80"
JUNÍN_Buenos Aires,2019,1,"29,40","16,62","998,32","8,83","72,67"
JUNÍN_Buenos Aires,2019,2,"27,07","15,76","1.000,61","5,14","79,00"
JUNÍN_Buenos Aires,2019,3,"26,30","15,69","1.005,83","2,73","77,57"
JUNÍN_Buenos Aires,2019,4,"30,00","19,47","1.001,37","11,43","83,71"
JUNÍN_Buenos Aires,2019,5,"30,60","19,26","1.003,01","0,71","76,43"
JUNÍN_Buenos Aires,2019,6,"30,23","16,07","1.001,41","6,71","76,86"
JUNÍN_Buenos Aires,2019,7,"26,34","13,00","1.006,39","0,00","75,29"
JUNÍN_Buenos Aires,2019,8,"30,27","19,33","997,39","8,43","81,71"
JUNÍN_Buenos Aires,2019,9,"25,77","11,46","1.003,27","10,43","68,43"
JUNÍN_Buenos Aires,2019,10,"25,79","14,77","1.005,56","1,14","80,86"
JUNÍN_Buenos Aires,2019,11,"25,53","14,19","1.004,34","0,74","83,29"
JUNÍN_Buenos Aires,2019,12,"23,73","9,83","1.007,01","3,00","74,00"
JUNÍN_Buenos Aires,2019,13,"25,59","12,50","1.010,03","0,09","77,43"
JUNÍN_Buenos Aires,2019,14,"26,84","12,34","1.003,50","0,57","70,43"
JUNÍN_Buenos Aires,2019,15,"26,16","10,19","1.004,41","5,00","73,57"
JUNÍN_Buenos Aires,2019,16,"24,34","10,41","1.005,27","1,86","74,00"
JUNÍN_Buenos Aires,2019,17,"20,41","11,09","1.008,03","3,71","80,71"
JUNÍN_Buenos Aires,2019,18,"22,37","10,69","1.002,47","0,71","71,43"
JUNÍN_Buenos Aires,2019,19,"20,43","8,86","1.006,03","2,14","77,71"
JUNÍN_Buenos Aires,2019,20,"21,01","7,96","1.010,41","2,29","79,71"
JUNÍN_Buenos Aires,2019,21,"17,07","4,80","1.006,91","2,86","80,29"
JUNÍN_Buenos Aires,2019,22,"16,31","6,57","1.006,87","0,13","84,86"
JUNÍN_Buenos Aires,2019,23,"19,77","6,16","1.006,81","0,00","76,57"
JUNÍN_Buenos Aires,2019,24,"15,93","10,66","1.004,50","5,90","92,86"
JUNÍN_Buenos Aires,2019,25,"16,73","7,54","1.005,50","3,71","82,86"
JUNÍN_Buenos Aires,2019,26,"13,61","4,24","1.000,73","0,00","77,43"
JUNÍN_Buenos Aires,2019,27,"12,70","-0,99","1.010,00","0,00","69,14"
JUNÍN_Buenos Aires,2019,28,"17,54","3,01","1.006,71","0,00","75,29"
JUNÍN_Buenos Aires,2019,29,"17,90","4,40","1.005,26","0,11","77,57"
JUNÍN_Buenos Aires,2019,30,"14,07","3,37","1.013,57","0,29","74,14"
JUNÍN_Buenos Aires,2019,31,"17,76","3,27","1.009,31","0,00","69,43"
JUNÍN_Buenos Aires,2019,32,"18,00","3,03","1.008,71","0,00","64,57"
JUNÍN_Buenos Aires,2019,33,"15,76","1,16","1.012,26","0,57","68,14"
JUNÍN_Buenos Aires,2019,34,"16,37","3,37","1.014,90","0,00","70,43"
JUNÍN_Buenos Aires,2019,35,"21,47","8,47","1.006,54","0,00","64,71"
JUNÍN_Buenos Aires,2019,36,"15,50","1,57","1.012,10","0,00","64,43"
JUNÍN_Buenos Aires,2019,37,"19,56","6,47","1.006,64","2,79","78,57"
JUNÍN_Buenos Aires,2019,38,"21,53","4,14","1.006,99","0,00","48,14"
JUNÍN_Buenos Aires,2019,39,"28,56","8,84","1.008,27","0,00","52,71"
JUNÍN_Buenos Aires,2019,40,"20,07","8,56","1.006,77","1,47","60,71"
JUNÍN_Buenos Aires,2019,41,"25,46","13,11","1.002,13","25,71","65,86"
JUNÍN_Buenos Aires,2019,42,"18,47","9,41","1.012,44","2,91","77,14"
JUNÍN_Buenos Aires,2019,43,"25,86","11,00","1.003,39","8,39","64,43"
JUNÍN_Buenos Aires,2019,44,"23,90","12,91","1.001,84","2,06","72,43"
JUNÍN_Buenos Aires,2019,45,"26,80","13,19","1.003,49","1,33","68,14"
JUNÍN_Buenos Aires,2019,46,"29,26","15,54","1.001,21","0,57","67,14"
JUNÍN_Buenos Aires,2019,47,"30,11","15,44","1.004,23","3,14","63,43"
JUNÍN_Buenos Aires,2019,48,"27,00","12,34","1.001,60","1,04","60,71"
JUNÍN_Buenos Aires,2019,49,"28,44","11,19","1.002,33","0,03","53,00"
JUNÍN_Buenos Aires,2019,50,"31,67","15,06","999,59","1,00","50,00"
JUNÍN_Buenos Aires,2019,51,"29,40","13,24","1.001,74","4,43","58,14"
JUNÍN_Buenos Aires,2019,52,"30,36","16,34","1.001,29","6,10","74,57"
JUNÍN_Buenos Aires,2020,1,"27,79","17,96","1.002,47","13,14","77,71"
JUNÍN_Buenos Aires,2020,2,"29,01","15,49","999,40","0,57","62,43"
JUNÍN_Buenos Aires,2020,3,"29,10","15,84","1.002,96","8,00","69,57"
JUNÍN_Buenos Aires,2020,4,"31,13","19,50","1.000,54","2,86","73,43"
JUNÍN_Buenos Aires,2020,5,"28,17","12,69","1.002,83","2,00","68,57"
JUNÍN_Buenos Aires,2020,6,"29,33","18,10","1.003,16","3,29","78,00"
JUNÍN_Buenos Aires,2020,7,"29,00","14,24","1.002,94","0,03","73,00"
JUNÍN_Buenos Aires,2020,8,"25,00","11,73","1.005,89","6,14","69,86"
JUNÍN_Buenos Aires,2020,9,"30,07","12,69","1.003,81","0,00","68,14"
JUNÍN_Buenos Aires,2020,10,"32,69","16,40","1.003,96","0,00","65,57"
JUNÍN_Buenos Aires,2020,11,"26,66","16,69","1.004,06","26,57","85,14"
JUNÍN_Buenos Aires,2020,12,"26,99","12,90","1.003,39","9,20","75,71"
JUNÍN_Buenos Aires,2020,13,"28,43","17,00","1.003,80","6,71","78,57"
JUNÍN_Buenos Aires,2020,14,"25,13","13,37","1.005,06","1,83","77,00"
JUNÍN_Buenos Aires,2020,15,"22,04","6,91","1.011,21","0,00","68,86"
JUNÍN_Buenos Aires,2020,16,"24,34","7,86","1.009,10","0,13","69,14"
JUNÍN_Buenos Aires,2020,17,"24,80","13,67","1.005,87","4,77","75,43"
JUNÍN_Buenos Aires,2020,18,"21,06","10,36","1.008,34","6,37","78,43"
JUNÍN_Buenos Aires,2020,19,"20,10","6,49","1.006,41","0,00","74,14"
JUNÍN_Buenos Aires,2020,20,"22,27","5,43","1.006,87","0,00","67,71"
JUNÍN_Buenos Aires,2020,21,"20,36","7,63","1.006,97","0,01","72,43"
JUNÍN_Buenos Aires,2020,22,"19,64","5,19","1.006,09","0,00","72,71"
JUNÍN_Buenos Aires,2020,23,"16,60","3,43","1.010,40","0,00","81,00"
JUNÍN_Buenos Aires,2020,24,"18,40","2,94","1.005,54","0,00","72,29"
JUNÍN_Buenos Aires,2020,25,"19,44","7,16","1.001,40","2,86","75,00"
JUNÍN_Buenos Aires,2020,26,"15,39","3,34","1.006,27","0,29","76,86"
JUNÍN_Buenos Aires,2020,27,"12,99","2,86","1.005,64","1,26","81,57"
JUNÍN_Buenos Aires,2020,28,"13,84","0,09","1.007,87","0,00","72,29"
JUNÍN_Buenos Aires,2020,29,"15,33","3,30","1.007,03","0,00","73,14"
JUNÍN_Buenos Aires,2020,30,"14,83","6,04","1.004,27","0,00","82,14"
JUNÍN_Buenos Aires,2020,31,"17,63","0,44","1.011,67","0,00","66,29"
JUNÍN_Buenos Aires,2020,32,"22,80","10,76","1.008,87","0,00","70,57"
JUNÍN_Buenos Aires,2020,33,"18,11","-1,46","1.004,14","0,00","50,00"
JUNÍN_Buenos Aires,2020,34,"18,66","-0,26","1.011,19","0,00","48,29"
JUNÍN_Buenos Aires,2020,35,"19,60","7,13","1.004,30","3,74","74,00"
JUNÍN_Buenos Aires,2020,36,"14,57","4,97","1.013,46","5,43","80,57"
JUNÍN_Buenos Aires,2020,37,"21,01","5,17","1.007,27","0,00","69,00"
JUNÍN_Buenos Aires,2020,38,"20,59","3,24","1.009,20","0,00","53,71"
JUNÍN_Buenos Aires,2020,39,"22,71","8,47","1.005,76","16,71","66,00"
JUNÍN_Buenos Aires,2020,40,"20,63","7,34","1.006,17","0,00","62,43"
JUNÍN_Buenos Aires,2020,41,"22,41","6,24","1.005,69","0,09","61,71"
JUNÍN_Buenos Aires,2020,42,"28,89","10,77","1.005,11","0,07","62,71"
JUNÍN_Buenos Aires,2020,43,"20,87","13,04","1.005,89","10,90","83,29"
JUNÍN_Buenos Aires,2020,44,"21,23","8,59","1.008,81","1,71","67,86"
JUNÍN_Buenos Aires,2020,45,"26,93","12,19","1.008,10","0,00","59,43"
JUNÍN_Buenos Aires,2020,46,"26,96","14,10","1.004,44","4,14","66,86"
JUNÍN_Buenos Aires,2020,47,"28,19","12,61","1.004,94","0,57","60,86"
JUNÍN_Buenos Aires,2020,48,"29,47","16,41","1.001,31","5,43","63,14"
JUNÍN_Buenos Aires,2020,49,"26,00","11,41","1.006,64","0,00","58,43"
JUNÍN_Buenos Aires,2020,50,"31,43","13,56","1.000,73","1,29","52,71"
JUNÍN_Buenos Aires,2020,51,"29,10","13,04","999,36","2,57","55,00"
JUNÍN_Buenos Aires,2020,52,"32,84","15,03","1.002,70","0,00","55,14"
JUNÍN_Buenos Aires,2020,53,"32,14","14,93","1.001,37","1,97","56,14"
JUNÍN_Buenos Aires,2021,1,"31,07","16,30","999,16","2,57","62,00"
JUNÍN_Buenos Aires,2021,2,"27,23","14,60","1.002,43","2,97","66,00"
JUNÍN_Buenos Aires,2021,3,"32,99","15,41","1.005,10","0,00","62,86"
JUNÍN_Buenos Aires,2021,4,"29,44","17,87","997,54","6,36","71,00"
JUNÍN_Buenos Aires,2021,5,"27,91","15,33","1.004,61","0,00","72,57"
JUNÍN_Buenos Aires,2021,6,"27,23","15,63","1.003,90","4,13","81,14"
JUNÍN_Buenos Aires,2021,7,"28,69","13,04","1.001,86","1,00","63,43"
JUNÍN_Buenos Aires,2021,8,"31,77","15,56","1.003,64","0,43","68,86"
JUNÍN_Buenos Aires,2021,9,"29,79","17,14","1.002,87","0,43","76,29"
JUNÍN_Buenos Aires,2021,10,"30,04","14,39","1.004,17","0,00","65,57"
JUNÍN_Buenos Aires,2021,11,"22,94","13,29","1.005,46","5,79","75,71"
JUNÍN_Buenos Aires,2021,12,"24,39","14,40","1.004,56","1,04","85,29"
JUNÍN_Buenos Aires,2021,13,"26,54","11,94","1.007,43","0,00","72,71"
JUNÍN_Buenos Aires,2021,14,"25,76","16,07","1.002,71","6,14","84,00"
JUNÍN_Buenos Aires,2021,15,"27,27","10,33","1.006,54","0,00","73,86"
JUNÍN_Buenos Aires,2021,16,"24,96","13,23","1.005,86","8,14","79,43"
JUNÍN_Buenos Aires,2021,17,"25,27","7,53","1.007,56","0,00","73,57"
JUNÍN_Buenos Aires,2021,18,"18,79","5,24","1.012,34","1,71","72,86"
JUNÍN_Buenos Aires,2021,19,"20,24","1,67","1.010,89","0,00","68,00"
JUNÍN_Buenos Aires,2021,20,"16,49","7,51","1.004,23","9,96","83,43"
JUNÍN_Buenos Aires,2021,21,"19,61","3,56","1.003,49","0,00","69,86"
JUNÍN_Buenos Aires,2021,22,"18,66","6,60","1.004,10","0,00","68,57"
JUNÍN_Buenos Aires,2021,23,"20,17","6,27","1.007,81","0,00","75,14"
JUNÍN_Buenos Aires,2021,24,"12,29","1,67","1.017,00","0,00","71,00"
JUNÍN_Buenos Aires,2021,25,"13,90","3,67","1.007,21","0,40","83,57"
JUNÍN_Buenos Aires,2021,26,"14,77","-0,99","1.013,19","0,00","72,14"
JUNÍN_Buenos Aires,2021,27,"20,21","5,10","1.006,67","1,86","76,71"
JUNÍN_Buenos Aires,2021,28,"15,04","3,77","1.008,67","0,00","71,29"
JUNÍN_Buenos Aires,2021,29,"20,07","2,57","1.006,97","0,00","69,71"
JUNÍN_Buenos Aires,2021,30,"15,69","-0,87","1.015,04","0,00","60,71"
JUNÍN_Buenos Aires,2021,31,"20,77","2,99","1.012,19","7,14","72,86"
JUNÍN_Buenos Aires,2021,32,"15,33","0,01","1.015,51","0,00","73,43"
JUNÍN_Buenos Aires,2021,33,"21,69","6,70","1.000,76","0,00","69,71"
JUNÍN_Buenos Aires,2021,34,"19,96","2,09","1.007,51","0,00","54,43"
JUNÍN_Buenos Aires,2021,35,"20,96","11,50","1.006,16","6,00","82,14"
JUNÍN_Buenos Aires,2021,36,"18,01","10,26","1.002,74","1,57","85,14"
JUNÍN_Buenos Aires,2021,37,"23,53","6,26","1.006,60","0,00","65,00"
JUNÍN_Buenos Aires,2021,38,"21,23","7,39","1.010,97","0,00","71,29"
JUNÍN_Buenos Aires,2021,39,"20,60","8,14","1.005,40","0,57","72,57"
JUNÍN_Buenos Aires,2021,40,"21,31","6,16","1.008,53","0,00","62,29"
JUNÍN_Buenos Aires,2021,41,"22,84","8,74","1.005,43","3,29","72,43"
JUNÍN_Buenos Aires,2021,42,"25,80","9,41","1.005,06","1,86","59,43"
JUNÍN_Buenos Aires,2021,43,"33,21","14,36","1.004,76","2,43","51,71"
JUNÍN_Buenos Aires,2021,44,"23,09","13,20","1.006,56","1,64","75,00"
JUNÍN_Buenos Aires,2021,45,"27,53","13,79","1.005,60","5,67","65,86"
JUNÍN_Buenos Aires,2021,46,"28,71","11,40","1.003,47","0,57","57,00"
JUNÍN_Buenos Aires,2021,47,"30,40","15,51","999,34","4,21","59,71"
JUNÍN_Buenos Aires,2021,48,"27,24","15,19","1.003,91","1,86","69,14"
JUNÍN_Buenos Aires,2021,49,"29,91","16,96","1.003,11","0,06","64,29"
JUNÍN_Buenos Aires,2021,50,"30,59","14,97","1.004,30","0,86","60,71"
JUNÍN_Buenos Aires,2021,51,"34,41","17,36","1.001,31","0,14","54,29"
JUNÍN_Buenos Aires,2021,52,"37,36","18,66","998,28","1,70","46,00"
LA PLATA_Buenos Aires,2019,1,"28,05","18,97","1.007,17","1,83","69,50"
LA PLATA_Buenos Aires,2019,2,"26,54","17,07","1.009,29","0,00","73,43"
LA PLATA_Buenos Aires,2019,3,"25,06","16,03","1.014,11","3,00","76,29"
LA PLATA_Buenos Aires,2019,4,"30,10","20,36","1.011,07","2,46","75,29"
LA PLATA_Buenos Aires,2019,5,"30,14","18,70","1.011,27","4,00","74,57"
LA PLATA_Buenos Aires,2019,6,"29,57","17,01","1.010,54","3,71","75,29"
LA PLATA_Buenos Aires,2019,7,"25,51","13,84","1.014,89","1,29","75,57"
LA PLATA_Buenos Aires,2019,8,"30,29","20,49","1.005,96","16,26","76,43"
LA PLATA_Buenos Aires,2019,9,"24,80","11,67","1.011,76","3,43","70,57"
LA PLATA_Buenos Aires,2019,10,"25,79","14,73","1.014,00","4,14","80,43"
LA PLATA_Buenos Aires,2019,11,"24,96","17,09","1.012,60","3,93","85,86"
LA PLATA_Buenos Aires,2019,12,"22,59","10,99","1.015,06","0,07","76,29"
LA PLATA_Buenos Aires,2019,13,"24,11","12,24","1.019,27","0,87","81,71"
LA PLATA_Buenos Aires,2019,14,"24,60","12,17","1.011,84","1,29","84,57"
LA PLATA_Buenos Aires,2019,15,"24,06","11,47","1.013,46","0,86","81,29"
LA PLATA_Buenos Aires,2019,16,"22,59","11,27","1.014,13","0,00","79,14"
LA PLATA_Buenos Aires,2019,17,"20,20","11,47","1.016,80","4,29","87,00"
LA PLATA_Buenos Aires,2019,18,"21,10","11,64","1.011,21","0,24","81,00"
LA PLATA_Buenos Aires,2019,19,"19,20","9,79","1.014,46","3,29","86,43"
LA PLATA_Buenos Aires,2019,20,"20,39","9,31","1.020,19","0,71","85,14"
LA PLATA_Buenos Aires,2019,21,"17,60","7,40","1.015,39","2,43","83,29"
LA PLATA_Buenos Aires,2019,22,"16,27","6,31","1.015,76","0,03","87,71"
LA PLATA_Buenos Aires,2019,23,"18,54","8,93","1.016,51","0,57","76,71"
LA PLATA_Buenos Aires,2019,24,"17,59","12,04","1.013,41","10,00","96,00"
LA PLATA_Buenos Aires,2019,25,"16,73","9,97","1.014,17","9,00","89,86"
LA PLATA_Buenos Aires,2019,26,"13,64","6,87","1.008,84","3,29","83,43"
LA PLATA_Buenos Aires,2019,27,"11,01","0,69","1.017,53","0,00","76,14"
LA PLATA_Buenos Aires,2019,28,"14,59","4,47","1.016,01","10,00","87,71"
LA PLATA_Buenos Aires,2019,29,"17,57","6,23","1.015,11","6,57","84,71"
LA PLATA_Buenos Aires,2019,30,"12,93","4,84","1.021,99","2,86","88,00"
LA PLATA_Buenos Aires,2019,31,"15,23","6,27","1.017,27","0,00","78,14"
LA PLATA_Buenos Aires,2019,32,"15,13","6,47","1.018,19","1,86","76,29"
LA PLATA_Buenos Aires,2019,33,"12,96","3,47","1.020,84","2,71","82,43"
LA PLATA_Buenos Aires,2019,34,"13,76","3,16","1.025,11","0,00","81,86"
LA PLATA_Buenos Aires,2019,35,"19,59","8,59","1.014,73","0,57","77,71"
LA PLATA_Buenos Aires,2019,36,"14,33","3,47","1.019,80","0,10","76,86"
LA PLATA_Buenos Aires,2019,37,"17,10","8,40","1.014,89","3,00","86,14"
LA PLATA_Buenos Aires,2019,38,"19,57","5,70","1.014,09","0,00","59,14"
LA PLATA_Buenos Aires,2019,39,"23,09","9,09","1.018,10","0,00","67,71"
LA PLATA_Buenos Aires,2019,40,"17,60","9,59","1.014,59","6,57","79,29"
LA PLATA_Buenos Aires,2019,41,"22,77","11,86","1.010,53","13,14","77,14"
LA PLATA_Buenos Aires,2019,42,"17,23","9,06","1.020,80","4,00","83,29"
LA PLATA_Buenos Aires,2019,43,"23,53","11,97","1.011,29","0,71","72,43"
LA PLATA_Buenos Aires,2019,44,"22,21","12,59","1.010,20","0,74","84,29"
LA PLATA_Buenos Aires,2019,45,"23,83","13,16","1.012,36","1,76","76,14"
LA PLATA_Buenos Aires,2019,46,"26,73","15,66","1.010,14","0,70","74,57"
LA PLATA_Buenos Aires,2019,47,"27,80","15,69","1.013,54","0,04","71,00"
LA PLATA_Buenos Aires,2019,48,"26,33","13,13","1.009,33","1,13","62,57"
LA PLATA_Buenos Aires,2019,49,"26,14","11,61","1.010,44","0,03","61,43"
LA PLATA_Buenos Aires,2019,50,"30,13","15,51","1.007,49","2,07","59,43"
LA PLATA_Buenos Aires,2019,51,"27,37","14,81","1.009,47","1,57","70,00"
LA PLATA_Buenos Aires,2019,52,"29,91","17,04","1.009,94","4,14","70,57"
LA PLATA_Buenos Aires,2020,1,"26,96","18,90","1.010,40","5,20","78,57"
LA PLATA_Buenos Aires,2020,2,"30,34","16,49","1.007,06","0,00","60,43"
LA PLATA_Buenos Aires,2020,3,"27,80","16,51","1.011,80","7,12","66,57"
LA PLATA_Buenos Aires,2020,4,"30,99","20,74","1.008,21","0,57","74,00"
LA PLATA_Buenos Aires,2020,5,"28,44","13,14","1.011,06","0,11","63,00"
LA PLATA_Buenos Aires,2020,6,"30,89","20,97","1.011,91","3,86","74,00"
LA PLATA_Buenos Aires,2020,7,"29,23","16,33","1.011,33","0,71","66,00"
LA PLATA_Buenos Aires,2020,8,"25,77","13,27","1.012,71","6,00","65,00"
LA PLATA_Buenos Aires,2020,9,"30,30","15,71","1.012,40","0,00","62,00"
LA PLATA_Buenos Aires,2020,10,"30,83","19,63","1.013,47","0,00","66,71"
LA PLATA_Buenos Aires,2020,11,"26,44","17,10","1.013,26","10,03","82,86"
LA PLATA_Buenos Aires,2020,12,"25,39","14,03","1.011,67","4,86","78,86"
LA PLATA_Buenos Aires,2020,13,"28,13","19,01","1.013,01","1,14","79,43"
LA PLATA_Buenos Aires,2020,14,"23,53","14,56","1.013,07","6,73","79,57"
LA PLATA_Buenos Aires,2020,15,"20,77","8,51","1.019,83","0,00","74,57"
LA PLATA_Buenos Aires,2020,16,"21,44","9,01","1.016,97","1,14","79,14"
LA PLATA_Buenos Aires,2020,17,"21,76","13,56","1.015,40","4,29","84,43"
LA PLATA_Buenos Aires,2020,18,"20,41","11,37","1.016,27","6,71","81,14"
LA PLATA_Buenos Aires,2020,19,"18,57","9,74","1.014,16","0,57","76,86"
LA PLATA_Buenos Aires,2020,20,"20,56","7,26","1.014,46","0,00","69,00"
LA PLATA_Buenos Aires,2020,21,"19,61","10,41","1.013,99","1,14","78,29"
LA PLATA_Buenos Aires,2020,22,"17,50","6,91","1.013,34","0,00","83,29"
LA PLATA_Buenos Aires,2020,23,"15,61","6,26","1.018,19","0,11","89,29"
LA PLATA_Buenos Aires,2020,24,"16,24","4,86","1.013,57","0,00","83,14"
LA PLATA_Buenos Aires,2020,25,"18,63","9,31","1.010,33","8,14","79,57"
LA PLATA_Buenos Aires,2020,26,"13,49","4,60","1.014,00","0,47","85,00"
LA PLATA_Buenos Aires,2020,27,"12,71","5,79","1.012,94","6,09","84,43"
LA PLATA_Buenos Aires,2020,28,"12,11","3,37","1.015,30","0,00","74,71"
LA PLATA_Buenos Aires,2020,29,"14,79","4,67","1.015,27","0,03","76,29"
LA PLATA_Buenos Aires,2020,30,"14,97","7,93","1.010,93","1,46","84,71"
LA PLATA_Buenos Aires,2020,31,"15,14","3,47","1.020,66","0,00","77,00"
LA PLATA_Buenos Aires,2020,32,"19,17","10,66","1.017,89","1,39","84,14"
LA PLATA_Buenos Aires,2020,33,"16,07","3,11","1.011,43","0,00","56,00"
LA PLATA_Buenos Aires,2020,34,"16,24","3,41","1.019,41","0,00","58,00"
LA PLATA_Buenos Aires,2020,35,"17,54","8,56","1.012,80","2,83","82,86"
LA PLATA_Buenos Aires,2020,36,"13,37","5,30","1.021,63","4,57","82,57"
LA PLATA_Buenos Aires,2020,37,"18,16","6,94","1.015,74","0,03","73,71"
LA PLATA_Buenos Aires,2020,38,"18,51","4,47","1.016,97","0,00","58,43"
LA PLATA_Buenos Aires,2020,39,"18,24","8,04","1.014,63","6,83","78,43"
LA PLATA_Buenos Aires,2020,40,"18,87","6,77","1.014,34","0,43","66,71"
LA PLATA_Buenos Aires,2020,41,"20,21","7,59","1.012,89","0,07","66,57"
LA PLATA_Buenos Aires,2020,42,"23,87","11,54","1.014,40","0,60","78,29"
LA PLATA_Buenos Aires,2020,43,"20,40","12,87","1.015,03","16,89","86,00"
LA PLATA_Buenos Aires,2020,44,"20,41","7,13","1.016,87","0,00","65,57"
LA PLATA_Buenos Aires,2020,45,"22,99","12,71","1.018,47","0,00","69,86"
LA PLATA_Buenos Aires,2020,46,"23,34","14,49","1.013,46","0,00","73,86"
LA PLATA_Buenos Aires,2020,47,"25,67","12,41","1.014,20","0,00","62,29"
LA PLATA_Buenos Aires,2020,48,"28,13","16,79","1.010,11","6,17","62,86"
LA PLATA_Buenos Aires,2020,49,"24,00","10,31","1.014,91","1,36","59,86"
LA PLATA_Buenos Aires,2020,50,"28,54","14,67","1.009,37","1,57","57,14"
LA PLATA_Buenos Aires,2020,51,"27,53","14,06","1.006,73","1,00","52,71"
LA PLATA_Buenos Aires,2020,52,"30,01","17,41","1.012,16","0,00","58,43"
LA PLATA_Buenos Aires,2020,53,"30,97","17,93","1.009,51","1,00","55,14"
LA PLATA_Buenos Aires,2021,1,"29,94","18,59","1.006,74","4,04","65,57"
LA PLATA_Buenos Aires,2021,2,"26,53","16,74","1.010,16","1,29","65,71"
LA PLATA_Buenos Aires,2021,3,"32,47","19,06","1.014,46","0,00","57,43"
LA PLATA_Buenos Aires,2021,4,"29,24","18,59","1.005,61","9,61","70,71"
LA PLATA_Buenos Aires,2021,5,"27,57","16,23","1.011,73","4,76","72,86"
LA PLATA_Buenos Aires,2021,6,"26,41","17,06","1.011,61","2,11","81,00"
LA PLATA_Buenos Aires,2021,7,"27,53","15,17","1.008,71","5,06","67,14"
LA PLATA_Buenos Aires,2021,8,"28,64","17,47","1.012,93","4,43","71,14"
LA PLATA_Buenos Aires,2021,9,"27,09","17,89","1.011,39","0,43","75,86"
LA PLATA_Buenos Aires,2021,10,"28,61","15,13","1.012,81","0,00","68,29"
LA PLATA_Buenos Aires,2021,11,"22,54","14,53","1.012,83","5,40","78,71"
LA PLATA_Buenos Aires,2021,12,"24,73","15,03","1.011,89","5,43","83,57"
LA PLATA_Buenos Aires,2021,13,"23,56","13,63","1.016,64","0,00","79,43"
LA PLATA_Buenos Aires,2021,14,"24,54","18,34","1.011,46","7,14","87,29"
LA PLATA_Buenos Aires,2021,15,"24,63","11,96","1.015,60","0,00","80,86"
LA PLATA_Buenos Aires,2021,16,"23,53","15,66","1.015,57","2,46","79,14"
LA PLATA_Buenos Aires,2021,17,"23,13","10,06","1.016,91","0,00","80,14"
LA PLATA_Buenos Aires,2021,18,"17,73","6,93","1.020,46","0,86","81,00"
LA PLATA_Buenos Aires,2021,19,"18,40","3,59","1.019,04","0,00","80,71"
LA PLATA_Buenos Aires,2021,20,"16,09","8,00","1.010,76","9,07","89,29"
LA PLATA_Buenos Aires,2021,21,"17,63","6,16","1.010,56","0,00","69,71"
LA PLATA_Buenos Aires,2021,22,"17,03","7,93","1.011,79","0,14","75,71"
LA PLATA_Buenos Aires,2021,23,"17,66","8,86","1.016,57","0,00","82,00"
LA PLATA_Buenos Aires,2021,24,"12,56","0,54","1.024,70","0,00","85,14"
LA PLATA_Buenos Aires,2021,25,"14,74","5,61","1.014,73","1,10","87,57"
LA PLATA_Buenos Aires,2021,26,"13,01","2,61","1.020,71","0,03","79,14"
LA PLATA_Buenos Aires,2021,27,"17,87","5,31","1.016,24","1,47","81,86"
LA PLATA_Buenos Aires,2021,28,"14,06","5,57","1.015,37","0,54","85,71"
LA PLATA_Buenos Aires,2021,29,"17,23","6,43","1.016,16","3,36","78,86"
LA PLATA_Buenos Aires,2021,30,"13,31","2,50","1.022,34","0,00","74,43"
LA PLATA_Buenos Aires,2021,31,"16,57","5,33","1.021,97","5,29","90,43"
LA PLATA_Buenos Aires,2021,32,"12,43","1,74","1.023,60","0,10","89,00"
LA PLATA_Buenos Aires,2021,33,"17,57","7,51","1.009,41","0,00","82,86"
LA PLATA_Buenos Aires,2021,34,"17,44","3,46","1.016,09","0,00","72,57"
LA PLATA_Buenos Aires,2021,35,"19,36","10,67","1.015,36","5,54","88,14"
LA PLATA_Buenos Aires,2021,36,"16,66","11,73","1.010,16","5,86","91,14"
LA PLATA_Buenos Aires,2021,37,"20,13","8,64","1.015,21","0,00","75,71"
LA PLATA_Buenos Aires,2021,38,"18,50","7,96","1.019,63","0,10","83,71"
LA PLATA_Buenos Aires,2021,39,"17,76","9,17","1.013,74","2,11","83,14"
LA PLATA_Buenos Aires,2021,40,"18,17","6,71","1.017,37","1,43","69,86"
LA PLATA_Buenos Aires,2021,41,"20,06","10,74","1.013,29","0,71","77,86"
LA PLATA_Buenos Aires,2021,42,"23,03","10,09","1.013,66","2,14","72,71"
LA PLATA_Buenos Aires,2021,43,"29,41","16,19","1.013,99","0,00","65,43"
LA PLATA_Buenos Aires,2021,44,"22,07","13,63","1.014,26","1,07","81,71"
LA PLATA_Buenos Aires,2021,45,"24,66","14,47","1.015,27","4,64","70,14"
LA PLATA_Buenos Aires,2021,46,"26,17","11,89","1.011,37","0,36","66,00"
LA PLATA_Buenos Aires,2021,47,"27,39","14,94","1.007,51","6,33","69,00"
LA PLATA_Buenos Aires,2021,48,"23,91","14,01","1.012,34","1,43","76,43"
